"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"Fugitive Hunter: War on Terror","PS2","2003","Shooter","Play It",0.07,0.06,0,0.02,0.15,35,15,"5",23,"Black Ops Entertainment","M"
"Dragonseeds","PS","1998","Action","Jaleco",0.03,0.02,0.04,0.01,0.1,NA,NA,"",NA,"",""
"Avatar: The Game","X360","2009","Action","Ubisoft",0.34,0.35,0,0.08,0.77,NA,NA,"",NA,"",""
"Princess Isabella: A Witch's Curse","DS","2010","Adventure","GSP",0.05,0.03,0,0.01,0.08,NA,NA,"tbd",NA,"Gogii Games","E"
"Black","PS2","2006","Shooter","Electronic Arts",1.01,0.04,0.03,0.16,1.25,79,62,"8.4",194,"Criterion Games","M"
"Mario Tennis","Wii","2010","Sports","Nintendo",0,0.06,0,0.01,0.07,NA,NA,"tbd",NA,"Camelot Software Planning","E"
"Jikkyou Powerful Pro Yakyuu 6","N64","1999","Sports","Konami Digital Entertainment",0,0,0.39,0.03,0.42,NA,NA,"",NA,"",""
"The Last Story","Wii","2011","Role-Playing","Nintendo",0.3,0.13,0.18,0.04,0.65,80,61,"8.4",179,"Mistwalker, Artoon","T"
"Dragon Ball Z: Shin Budokai - Another Road","PSP","2007","Fighting","Atari",0.19,0.09,0.08,0.07,0.43,NA,NA,"",NA,"",""
"PopStar Guitar","PS2","2008","Misc","XS Games",0.02,0.01,0,0,0.04,NA,NA,"tbd",NA,"XS Games","T"
"Gakuen K: Wonderful School Days","PSP","2014","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Karate","2600","N/A","Fighting","Ultravision",0.44,0.03,0,0,0.47,NA,NA,"",NA,"",""
"Momotarou Dentetsu World","DS","2010","Misc","Hudson Soft",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Madden NFL 06","GC","2005","Sports","Electronic Arts",0.44,0.11,0,0.02,0.57,86,21,"8.5",11,"EA Sports","E"
"NBA 2K15","PS3","2014","Sports","Take-Two Interactive",0.87,0.21,0.02,0.24,1.34,NA,NA,"3.5",22,"Visual Concepts","E"
"God of War III","PS4","2015","Action","Sony Computer Entertainment",0.24,0.29,0.01,0.1,0.65,NA,NA,"",NA,"",""
"Minute to Win It","X360","2011","Misc","Zoo Games",0.3,0,0,0.02,0.32,NA,NA,"tbd",NA,"Smack Down Productions","E"
"High Heat Major League Baseball 2003","PS2","2002","Sports","3DO",0.18,0.14,0,0.05,0.37,84,23,"7.9",7,"3DO","E"
"Rugby World Cup 2011","X360","2011","Sports","505 Games",0.03,0.21,0,0.04,0.28,55,14,"3.9",13,"HB Studios Multimedia","E"
"Napoleon: Total War","PC","2010","Strategy","Sega",0.02,0.53,0,0.12,0.66,81,56,"7.9",515,"Creative Assembly","T"
"Freekstyle","PS2","2002","Racing","Electronic Arts",0.52,0.41,0,0.14,1.06,81,25,"7.3",14,"Page 44 Studios","E"
"CSI: Fatal Conspiracy","PC","2010","Adventure","Ubisoft",0,0.03,0,0.01,0.04,47,5,"5.5",6,"Telltale Games","M"
"Gex 3: Deep Cover Gecko","N64","1999","Platform","Crave Entertainment",0.17,0.04,0,0,0.21,NA,NA,"",NA,"",""
"Kimikare: New Semester","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Barbie and Her Sisters Puppy Rescue","Wii","2015","Action","Namco Bandai Games",0,0.03,0,0,0.03,NA,NA,"tbd",NA,"Torus Games, Little Orbit","E"
"Denki Blocks!","GBA","2001","Puzzle","Rage Software",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"Black & White","PC","2001","Strategy","Electronic Arts",0,0.04,0,0,0.04,NA,NA,"",NA,"",""
"Brothers: A Tale of Two Sons","PS4","2015","Adventure","505 Games",0.03,0.08,0,0.02,0.14,81,10,"8.6",73,"Starbreeze","T"
"NHL 2003","XB","2002","Sports","Electronic Arts",0.15,0.04,0,0.01,0.21,80,12,"7.9",12,"EA Sports","E"
"Ys: Memories of Celceta","PSV","2012","Action","Nihon Falcom Corporation",0.1,0.01,0.1,0.04,0.24,82,56,"8.8",237,"Falcom","T"
"Barbie and Her Sisters Puppy Rescue","3DS","2015","Action","Namco Bandai Games",0,0.03,0,0,0.03,NA,NA,"tbd",NA,"Torus Games, Little Orbit","E"
"Age of Mythology: The Titans","PC","2003","Strategy","Microsoft Game Studios",0.02,0.02,0,0,0.04,84,25,"8.7",119,"Ensemble Studios","T"
"Clash of Elementalists","3DS","2013","Action","Unknown",0,0.03,0,0,0.03,NA,NA,"",NA,"",""
"SD Gundam G Generation Genesis","PSV","2016","Strategy","Namco Bandai Games",0,0,0.09,0,0.09,NA,NA,"",NA,"",""
"Rinne no Lagrange: Kamogawa Days","PS3","2012","Adventure","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Sammy Sosa High Heat Baseball 2001","PS","2000","Sports","3DO",0.32,0.22,0,0.04,0.58,NA,NA,"",NA,"",""
"Need for Speed: Most Wanted","PC","2012","Racing","Electronic Arts",0,0.06,0,0.02,0.08,82,19,"8.5",525,"Black Box","T"
"Crash & Spyro Superpack","GBA","2005","Platform","Vivendi Games",0.13,0.05,0,0,0.19,NA,NA,"",NA,"",""
"Injustice: Gods Among Us","WiiU","2013","Fighting","Warner Bros. Interactive Entertainment",0.09,0.08,0,0.02,0.19,82,5,"7.9",112,"NetherRealm Studios","T"
"Outlaw Tennis","XB","2005","Sports","Global Star",0.03,0.01,0,0,0.04,66,45,"7.7",6,"Hypnotix","M"
"Blitz: The League","XB","2004","Sports","Midway Games",0.4,0.11,0,0.02,0.53,78,30,"7.7",14,"Midway","M"
"Summer Sports: Paradise Island","Wii","2008","Sports","Ubisoft",0.48,0.01,0,0.04,0.53,46,7,"4.6",7,"Destineer","E"
"Spider-Man","PS","2000","Action","Activision",1.7,1.25,0.02,0.16,3.13,87,19,"9",107,"Neversoft Entertainment","E"
"Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai","3DS","2012","Adventure","D3Publisher",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Disney Sports Soccer","GC","2002","Sports","Konami Digital Entertainment",0.03,0.01,0,0,0.03,75,7,"tbd",NA,"KCEO","E"
"Zoids Assault","X360","2007","Strategy","Takara Tomy",0.08,0,0,0.01,0.09,46,17,"7.3",7,"Takara Tomy","T"
"ShellShock 2: Blood Trails","PS3","2009","Shooter","Eidos Interactive",0.04,0.03,0,0.01,0.08,35,18,"4.8",27,"Rebellion","M"
"MLB SlugFest Loaded","XB","2004","Sports","Midway Games",0.07,0.02,0,0,0.09,77,34,"tbd",NA,"Point of View","T"
"The Chronicles of Riddick: Escape from Butcher Bay","XB","N/A","Shooter","Vivendi Games",0.32,0.11,0,0.02,0.45,89,84,"8.9",85,"Starbreeze","M"
"Ace Combat: Assault Horizon","X360","2011","Action","Namco Bandai Games",0.3,0.12,0.03,0.04,0.49,78,71,"6.2",82,"Project Aces","T"
"The Legend of Zelda: The Wind Waker","WiiU","2013","Action","Nintendo",0.92,0.6,0.14,0.14,1.79,NA,NA,"",NA,"",""
"Bakugan Battle Brawlers: Defenders of the Core","PS3","2010","Action","Activision",0.14,0.01,0,0.02,0.17,50,7,"tbd",NA,"Now Production","E10+"
"Sengoku Hime: Senran ni Mau Otometachi","PS2","2009","Adventure","Yeti",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Super Wagyan Land","SNES","1991","Action","Namco Bandai Games",0,0,0.42,0,0.42,NA,NA,"",NA,"",""
"Country Dance 2","Wii","2011","Misc","GameMill Entertainment",0.43,0,0,0.03,0.45,NA,NA,"tbd",NA,"High Voltage Software","E10+"
"All Star Cheer Squad","DS","2008","Sports","THQ",0.26,0,0,0.02,0.28,NA,NA,"tbd",NA,"Gorilla Games","E"
"Michael Jackson: The Experience","DS","2010","Misc","Ubisoft",0.21,0.02,0,0.02,0.25,64,5,"6.6",5,"Ubisoft","E10+"
"Daisy Fuentes Pilates","Wii","2009","Sports","505 Games",0.17,0.06,0,0.02,0.25,NA,NA,"tbd",NA,"Collision Studios","E"
"Goal Storm '97","PS","1996","Sports","Konami Digital Entertainment",0.01,0,0.09,0.01,0.11,NA,NA,"",NA,"",""
"Netsu Chu! Pro Yakyuu 2003","PS2","2003","Sports","Namco Bandai Games",0,0,0.28,0,0.28,NA,NA,"",NA,"",""
"Tom Clancy's Ghost Recon 2","GC","2005","Shooter","Ubisoft",0.06,0.01,0,0,0.07,54,10,"1.4",11,"Ubisoft Shanghai","T"
"LEGO Star Wars II: The Original Trilogy","GBA","2006","Action","LucasArts",0.06,0.02,0,0,0.09,55,5,"7",6,"Amaze Entertainment","E"
"BeatMania IIDX 14 Gold","PS2","2008","Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"SRS: Street Racing Syndicate","GC","2004","Racing","Namco Bandai Games",0.07,0.02,0,0,0.08,NA,NA,"",NA,"",""
"Tokimeki Memorial: Taisen Pazurudama","SAT","1996","Puzzle","Konami Digital Entertainment",0,0,0.08,0,0.08,NA,NA,"",NA,"",""
"Crash Tag Team Racing","XB","2005","Racing","Vivendi Games",0.09,0.03,0,0,0.13,69,17,"7.8",11,"Radical Entertainment","E10+"
"New Carnival Games","Wii","2010","Misc","Take-Two Interactive",0.33,0.21,0,0.05,0.59,NA,NA,"tbd",NA,"Cat Daddy Games","E"
"Army Men: Sarge's Heroes 2","PS","2000","Shooter","3DO",0.14,0.09,0,0.02,0.24,48,8,"7.3",7,"3DO","T"
"TOCA Race Driver 3","XB","2006","Racing","Codemasters",0.03,0.01,0,0,0.03,84,25,"8",6,"Codemasters","E10+"
"Young Justice: Legacy","X360","2013","Action","Namco Bandai Games",0,0.01,0,0,0.01,NA,NA,"6.2",10,"Freedom Factory Studios","T"
"Grand Knights History","PSP","2011","Role-Playing","Marvelous Interactive",0,0,0.13,0,0.13,NA,NA,"",NA,"Vanillaware",""
"Shiren the Wanderer 4 - God's Eye and the Demon's Navel","PSP","2012","Role-Playing","Spike",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Chou-Kuukan Night Pro Yakyuu King(higher JP sales)","N64","1996","Sports","Imagineer",0,0,0.22,0,0.22,NA,NA,"",NA,"",""
"Arabians Lost: The Engagement on Desert","PS2","2007","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Transformers","PS2","2004","Shooter","Atari",0.63,0.49,0,0.16,1.29,75,51,"8.6",27,"Melbourne House","T"
"Phantom Brave","PS2","2004","Role-Playing","Tecmo Koei",0.07,0.05,0,0.02,0.14,81,40,"7.9",22,"Nippon Ichi Software","T"
"Mario Strikers Charged","Wii","2007","Sports","Nintendo",1.05,1.05,0.24,0.24,2.58,79,47,"8",124,"Next Level Games","E10+"
"Re-Volt","N64","1999","Racing","Acclaim Entertainment",0.14,0.04,0,0,0.18,NA,NA,"",NA,"",""
"Dead Man's Hand","XB","2004","Shooter","Atari",0.09,0.02,0,0,0.11,62,31,"8.1",9,"Human Head Studios","T"
"Monster Jam: Path of Destruction","Wii","2010","Racing","Activision",0.48,0.02,0,0.03,0.53,NA,NA,"tbd",NA,"Virtuos","E"
"Echo Night Beyond","PS2","2004","Adventure","Indie Games",0.02,0.01,0,0,0.04,60,22,"8.8",8,"From Software","T"
"Reel Fishing III","PS2","2003","Sports","Natsume",0.18,0.14,0,0.05,0.37,NA,NA,"7.8",19,"Open Sesame","E"
"Time Leap","X360","2009","Adventure","Prototype",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Drill Dozer","GBA","N/A","Platform","Unknown",0.04,0.01,0,0,0.05,81,34,"8.3",10,"Game Freak","E"
"Sega Casino","DS","2005","Misc","Sega",0.08,0,0,0.01,0.09,61,13,"",NA,"TOSE","T"
"Fable II","X360","2008","Role-Playing","Microsoft Game Studios",2.51,1.24,0.11,0.41,4.27,89,95,"6.5",2423,"Lionhead Studios","M"
"Surfing H3O","PS2","2000","Sports","Take-Two Interactive",0.12,0.1,0,0.03,0.25,46,15,"4.6",8,"Opus","E"
"Legend of Mana","PS","1999","Role-Playing","SquareSoft",0.18,0.13,0.73,0.07,1.11,NA,NA,"",NA,"",""
"Kono Aozora ni Yakusoku o: Melody of the Sun and Sea","PS2","2007","Adventure","Alchemist",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Dragon Ball: Advanced Adventure","GBA","2004","Action","Namco Bandai Games",0.03,0.01,0,0,0.04,75,7,"8.5",11,"Dimps Corporation","E10+"
"Rugby League Live 3","PS3","2015","Action","Tru Blu Entertainment",0,0.01,0,0,0.02,NA,NA,"tbd",NA,"Big Ant Studios",""
"OverBlood 2","PS","1998","Action","Evolution Games",0,0,0.06,0,0.07,NA,NA,"",NA,"",""
"Cross + Channel","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Mortal Kombat: Special Forces","PS","2000","Fighting","Midway Games",0.12,0.08,0,0.01,0.21,28,7,"2.4",17,"Midway","M"
"Fate/Extella: The Umbral Star","PS4","2016","Action","PQube",0,0,0.11,0,0.11,NA,NA,"",NA,"Marvelous Inc.","T"
"99 no Namida","DS","2008","Adventure","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Minecraft","X360","2013","Misc","Microsoft Game Studios",5.7,2.65,0.02,0.81,9.18,NA,NA,"",NA,"",""
"Mortal Kombat 3","SNES","1994","Fighting","Acclaim Entertainment",1.19,0.29,0,0.05,1.53,NA,NA,"",NA,"",""
"Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","Marvelous Interactive",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Imagine: Babysitters","DS","2008","Simulation","Ubisoft",0.63,0.35,0,0.1,1.08,NA,NA,"tbd",NA,"Visual Impact","E"
"Prince of Persia: Warrior Within","PS2","2004","Action","Ubisoft",0.54,0.88,0,0.22,1.64,83,51,"8.5",120,"Ubisoft Montreal","M"
"Ecco: The Tides of Time","GEN","1993","Adventure","Sega",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Robotics;Notes","X360","2012","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Freaky Flyers","GC","N/A","Racing","Unknown",0.01,0,0,0,0.01,69,14,"6.5",6,"Midway","T"
"Dead or Alive 5","PSV","2013","Fighting","Tecmo Koei",0,0.05,0.03,0.01,0.09,NA,NA,"",NA,"",""
"America's Army: Rise of a Soldier","XB","2005","Shooter","Ubisoft",0.19,0.05,0,0.01,0.25,70,19,"7.4",21,"Secret Level","T"
"FIFA Soccer 10","DS","2009","Sports","Electronic Arts",0.14,0.37,0,0.07,0.58,NA,NA,"7.6",5,"Exient Entertainment","E"
"Kaitou Rousseau","DS","2006","Action","Namco Bandai Games",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"FIFA Street 2","XB","2006","Sports","Electronic Arts",0.06,0.02,0,0,0.08,63,30,"7.1",9,"EA Canada","E"
"Tiger Woods PGA Tour 08","DS","2007","Sports","Electronic Arts",0.05,0,0,0,0.06,81,10,"7.6",8,"Exient Entertainment","E"
"Kororinpa: Marble Mania","Wii","2006","Puzzle","Nintendo",0.08,0.02,0.03,0.01,0.13,69,39,"8.7",21,"Hudson","E"
"Transformers: Cybertron Adventures","Wii","2010","Action","Activision",0.14,0.1,0,0.02,0.27,41,15,"6.5",8,"Next Level Games","T"
"MX vs. ATV Untamed","X360","2007","Racing","THQ",0.55,0.08,0,0.06,0.68,70,43,"7.1",17,"Rainbow Studios","E"
"Army Men: Sarge's Heroes","N64","1999","Action","3DO",0.68,0.12,0,0.01,0.81,NA,NA,"",NA,"",""
"Ape Escape 3","PS2","2005","Platform","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,77,51,"8.5",22,"SCE Japan Studio","E10+"
"Center Ring Boxing","SAT","1994","Fighting","JVC",0,0,0.12,0,0.12,NA,NA,"",NA,"",""
"Angry Birds: Rio","PC","2011","Puzzle","Focus Home Interactive",0,0.07,0,0.02,0.09,NA,NA,"tbd",NA,"Rovio Mobile, Rovio Entertainment","E"
"Thor: God of Thunder","DS","2011","Action","Sega",0.08,0.03,0,0.01,0.12,64,18,"7.2",9,"WayForward","E10+"
"Ghost Pirates of Vooju Island","PC","2009","Adventure","DTP Entertainment",0,0.02,0,0,0.02,66,14,"tbd",NA,"Autumn Moon","T"
"XGRA: Extreme G Racing Association","XB","2003","Racing","Acclaim Entertainment",0.02,0,0,0,0.02,66,15,"6.8",5,"Acclaim Studios Cheltenham","T"
"The Cursed Crusade","PS3","2011","Action","DTP Entertainment",0.07,0.06,0.01,0.03,0.17,45,17,"5",26,"Kylotonn","M"
"Armored Core: Master of Arena","PS","1999","Simulation","From Software",0.07,0.05,0.13,0.02,0.26,NA,NA,"",NA,"",""
"Chicken Run","PS","2000","Adventure","Eidos Interactive",0.07,0.05,0,0.01,0.13,75,7,"6.2",6,"Blitz Games","E"
"Scooby-Doo! Who's Watching Who?","DS","2006","Adventure","THQ",0.08,0.01,0,0.01,0.09,NA,NA,"",NA,"",""
"Initial D: Street Stage","PSP","2006","Racing","Sega",0,0,0.1,0,0.1,NA,NA,"",NA,"",""
"Otoko Yukaku","PSV","2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Shin Hayarigami 2","PSV","2016","Adventure","Nippon Ichi Software",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Need for Speed: Shift","PS3","2009","Racing","Electronic Arts",0.69,1.4,0.04,0.52,2.65,84,55,"6.9",113,"Slightly Mad Studios","E"
"Food Network: Cook or Be Cooked","Wii","2009","Misc","Namco Bandai Games",0.41,0,0,0.03,0.44,53,8,"6.8",5,"Red Fly Studio","E"
"Rise of Nations","PC","2003","Strategy","Microsoft Game Studios",0.01,0.02,0,0.01,0.04,89,30,"9",274,"Big Huge Games","T"
"Syphon Filter 3","PS","2001","Shooter","Sony Computer Entertainment",0.29,0.2,0,0.03,0.52,73,19,"8.5",36,"Sony Bend","M"
"Suzumiya Haruhi-Chan no Mahjong","PSP","2011","Misc","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Game Center CX: 3-Choume no Arino","3DS","2014","Action","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"DoDonPachi Daifukkatsu: Black Label","X360","2011","Shooter","Cave",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Sega Superstars Tennis","Wii","2008","Sports","Sega",0.28,0.65,0,0.13,1.05,71,24,"7",16,"Sumo Digital","E10+"
"Spore Hero","Wii","2009","Simulation","Electronic Arts",0.35,0.02,0,0.03,0.4,61,23,"7.1",36,"Maxis","E10+"
"The Terminator: Dawn of Fate","XB","2002","Action","Atari",0.11,0.03,0,0.01,0.15,53,19,"5.2",5,"Paradigm Entertainment","T"
"The Cheetah Girls: Pop Star Sensations","DS","2007","Misc","Disney Interactive Studios",0.1,0,0,0.01,0.11,NA,NA,"tbd",NA,"Handheld Games","E"
"Petz Fantasy 3D","3DS","2011","Simulation","Ubisoft",0.07,0,0,0,0.07,NA,NA,"tbd",NA,"Digital Kids","E"
"Terminator 3: The Redemption","GC","2004","Shooter","Atari",0.02,0,0,0,0.02,68,20,"tbd",NA,"Paradigm Entertainment","T"
"Disney's DuckTales","GB","1988","Platform","Capcom",0.82,0.23,0.35,0.03,1.43,NA,NA,"",NA,"",""
"Driver: San Francisco","PS3","2011","Racing","Ubisoft",0.24,0.52,0.01,0.18,0.95,79,53,"7.7",114,"Ubisoft Reflections","T"
"Pirates of the Caribbean: Dead Man's Chest","GBA","2006","Adventure","Disney Interactive Studios",0.33,0.12,0,0.01,0.47,70,8,"5.6",5,"Amaze Entertainment","E10+"
"Gunslingers","Wii","2010","Shooter","Neko Entertainment",0.07,0.06,0,0.02,0.15,NA,NA,"tbd",NA,"Neko Entertainment","T"
"Toy Story 3: The Video Game","PS3","2010","Action","Disney Interactive Studios",0.51,0.4,0,0.16,1.08,NA,NA,"",NA,"",""
"Hakuoki: Demon of the Fleeting Blossom","PSP","2009","Adventure","Idea Factory",0.08,0,0,0.01,0.09,79,4,"8.3",30,"Idea Factory","M"
"GoldenEye: Rogue Agent","DS","2005","Shooter","Electronic Arts",0.1,0,0,0.01,0.11,58,25,"7.5",18,"EA Tiburon, n-Space","T"
"World of Final Fantasy","PSV","2016","Role-Playing","Square Enix",0.04,0.06,0.08,0.03,0.21,77,5,"8.6",46,"Square Enix","E10+"
"Caesars Palace II","PS","1998","Misc","Interplay",0.14,0.09,0,0.02,0.25,NA,NA,"",NA,"",""
"Samurai Shodown Sen","X360","2009","Fighting","Rising Star Games",0.07,0.01,0,0.01,0.08,46,33,"5.2",12,"K2 LLC","M"
"Shiren the Wanderer 4 - God's Eye and the Demon's Navel","DS","2010","Role-Playing","Spike",0,0,0.13,0,0.13,NA,NA,"",NA,"",""
"Warriors Orochi 3","XOne","2014","Action","Tecmo Koei",0.01,0.03,0,0,0.04,NA,NA,"",NA,"",""
"SimCity 2000","PS","1996","Simulation","Maxis",0.68,0.46,0,0.08,1.22,NA,NA,"",NA,"",""
"Nightmare Creatures","PS","1997","Action","Sony Computer Entertainment",0.35,0.24,0,0.04,0.63,NA,NA,"",NA,"",""
"The House of the Dead: Overkill","Wii","2009","Shooter","Sega",0.44,0.3,0.02,0.09,0.85,78,65,"8.7",95,"Headstrong Games","M"
"Gradius","NES","1986","Shooter","Konami Digital Entertainment",0.27,0.08,1,0.01,1.36,NA,NA,"",NA,"",""
"Sonic & Sega All-Stars Racing","Wii","2010","Racing","Sega",0.61,0.68,0,0.15,1.44,NA,NA,"",NA,"",""
"Metal Gear Solid V: The Phantom Pain","XOne","2015","Action","Konami Digital Entertainment",0.41,0.26,0.01,0.07,0.75,95,10,"7.3",900,"Kojima Productions, Moby Dick Studio","M"
"Thoroughbred Breeder II","SNES","1994","Simulation","Hect",0,0,0.27,0,0.27,NA,NA,"",NA,"",""
"Final Fantasy Adventure","GB","1991","Role-Playing","SquareSoft",0,0,0.38,0,0.38,NA,NA,"",NA,"",""
"Reign of Fire","PS2","2002","Shooter","BAM! Entertainment",0.13,0.1,0,0.03,0.27,56,16,"7",4,"Kuju Entertainment","M"
"RPG Maker","PS","1997","Role-Playing","ASCII Entertainment",0.11,0.07,0.29,0.03,0.5,66,11,"8.2",9,"Kuusou Kagaku","E"
"Kotoba no Puzzle: Mojipittan DS","DS","2007","Puzzle","Namco Bandai Games",0,0,0.37,0,0.37,NA,NA,"",NA,"",""
"Army Men: Air Attack","PS","1999","Action","3DO",0.47,0.32,0,0.06,0.85,NA,NA,"",NA,"",""
"Buzz! The BIG Quiz","PS2","2006","Misc","Sony Computer Entertainment",0,1.1,0,0.39,1.49,NA,NA,"",NA,"",""
"TimeSplitters 2","GC","2002","Shooter","Eidos Interactive",0.34,0.09,0,0.01,0.44,88,18,"9",65,"Free Radical Design","T"
"Major League Baseball 2K8 Fantasy All-Stars","DS","2008","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,59,8,"7",6,"Deep Fried Entertainment","E"
"Kameo: Elements of Power","X360","2005","Action","Microsoft Game Studios",0.28,0.03,0,0.03,0.34,79,76,"8.1",107,"Rare Ltd.","T"
"Cars: Race-O-Rama","DS","2009","Racing","THQ",0.35,0.08,0,0.04,0.47,NA,NA,"tbd",NA,"Tantalus Interactive","E"
"Disney Sports Football","GBA","2002","Sports","Unknown",0.01,0.01,0,0,0.02,62,4,"tbd",NA,"Konami","E"
"Overlord: Raising Hell","PS3","2008","Action","Codemasters",0.07,0.03,0,0.02,0.12,72,35,"7.7",27,"4J Studios","T"
"Imagine Animal Doctor Care Center","DS","2010","Simulation","Ubisoft",0.05,0,0,0,0.05,NA,NA,"tbd",NA,"Ubisoft","E"
"Guitar Hero III: Legends of Rock","PS3","2007","Misc","Activision",1.4,0.53,0.02,0.3,2.24,83,45,"7.8",52,"Neversoft Entertainment","T"
"Mass Effect 3","X360","2012","Role-Playing","Electronic Arts",1.94,0.84,0.03,0.24,3.04,93,74,"5.8",3725,"BioWare","M"
"Grease Dance","X360","2011","Misc","505 Games",0.11,0.03,0,0.01,0.16,NA,NA,"tbd",NA,"505 Games","T"
"Ape Escape: Pumped & Primed","PS2","2004","Misc","Sony Computer Entertainment",0.04,0.03,0,0.01,0.08,NA,NA,"",NA,"",""
"The Fairly OddParents: Breakin' Da Rules","GC","2003","Platform","THQ",0.16,0.04,0,0.01,0.21,NA,NA,"",NA,"",""
"LEGO Dimensions","X360","2015","Action","Warner Bros. Interactive Entertainment",0.26,0.23,0,0.04,0.53,NA,NA,"6.1",18,"",""
"North American Hunting Extravaganza","Wii","2008","Sports","Zushi Games",0.33,0,0,0.03,0.36,NA,NA,"tbd",NA,"Arcade Moon","T"
"Fantastic 4","PS2","2005","Action","Activision",0.41,0.01,0,0.07,0.5,64,42,"7.8",19,"7 Studios","T"
"R: Racing Evolution","PS2","2003","Racing","Namco Bandai Games",0.14,0.11,0,0.04,0.28,66,35,"6.2",5,"Namco","T"
"Ys: The Oath in Felghana","PSP","2010","Role-Playing","Falcom Corporation",0.09,0,0.04,0.01,0.15,80,25,"8.3",57,"Falcom","T"
"Fracture","PS3","2008","Shooter","LucasArts",0.11,0.04,0,0.02,0.16,62,40,"5.8",18,"Day 1 Studios","T"
"Medal of Honor: Frontline","XB","2002","Shooter","Electronic Arts",1,0.43,0,0.06,1.49,81,18,"6.9",23,"EA LA","T"
"Fallout: Brotherhood of Steel","PS2","2004","Role-Playing","Avalon Interactive",0.03,0.03,0,0.01,0.07,64,31,"4.1",51,"Interplay","M"
"Zoobles! Spring to Life!","DS","2011","Misc","Activision",0.1,0.02,0,0.01,0.13,NA,NA,"",NA,"",""
"Kurohyou: Ryu ga Gotoku Shinshou","PSP","2010","Adventure","Sega",0,0,0.29,0,0.29,NA,NA,"",NA,"",""
"Trauma Center: Under the Knife 2","DS","2008","Simulation","Atlus",0.1,0,0,0.01,0.11,79,29,"8.5",11,"Vanguard","T"
"Wolfenstein: The New Order","PS4","2014","Shooter","Bethesda Softworks",0.47,0.8,0.03,0.24,1.55,79,73,"8.1",1116,"MachineGames","M"
"Barbie Horse Adventures: Wild Horse Rescue","XB","2003","Sports","Vivendi Games",0.05,0.01,0,0,0.06,NA,NA,"",NA,"",""
"Castlevania: Symphony of the Night","PS","1997","Platform","Konami Digital Entertainment",0.58,0.4,0.21,0.08,1.27,93,12,"9.4",358,"Konami","T"
"Medal of Honor: Warfighter","X360","2012","Action","Electronic Arts",0.59,0.45,0.01,0.1,1.15,53,43,"5.4",437,"Danger Close","M"
"WCW/NWO Thunder","PS","1998","Fighting","THQ",1.1,0.48,0.04,0.07,1.69,NA,NA,"",NA,"",""
"Gauntlet Legends","N64","1999","Action","Midway Games",0.43,0.1,0,0.01,0.54,NA,NA,"",NA,"",""
"Bass Strike","PS2","2001","Sports","THQ",0.14,0.11,0,0.04,0.28,57,11,"5.8",4,"THQ","E"
"Death Jr.: Root of Evil","Wii","2008","Platform","Eidos Interactive",0.1,0,0,0.01,0.11,71,14,"8.1",14,"Backbone Entertainment","T"
"Battle of Giants: Dinosaurs Strike","Wii","2010","Strategy","Ubisoft",0.14,0.03,0,0.01,0.18,NA,NA,"tbd",NA,"Ubisoft Quebec","E10+"
